id,title,agency,category,amount,city,eligible_identity,min_age,max_age,income_limit,housing_status,family_status,description,apply_url,source_url,updated_at
health-pneumo-senior,肺炎鏈球菌疫苗（老人）,衛生福利部,醫療健康,0,全台,老年人,65,,,,,65歲以上一生接種一次公費肺炎鏈球菌疫苗,https://www.cdc.gov.tw/,https://www.cdc.gov.tw/,2026-05-09
health-hepatitis-b,B型肝炎篩檢,衛生福利部,醫療健康,0,全台,一般民眾,45,79,,,,45-79歲民眾可申請一次免費B型肝炎表面抗原及抗體篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-hepatitis-c,C型肝炎篩檢,衛生福利部,醫療健康,0,全台,一般民眾,45,79,,,,45-79歲（含原住民40歲）一次免費C型肝炎篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-kidney,腎臟病篩檢,衛生福利部,醫療健康,0,全台,特定高風險族群,,,,,,糖尿病、高血壓、65歲以上患者可申請免費腎功能篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-diabetes,糖尿病篩檢,衛生福利部,醫療健康,0,全台,一般民眾,40,,,,,40歲以上定期空腹血糖篩檢，納入成人健檢項目,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-hypertension,高血壓篩檢,衛生福利部,醫療健康,0,全台,一般民眾,18,,,,,成人預防保健含血壓量測，高風險族群定期追蹤,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-hpv-vaccine,HPV疫苗（公費）,衛生福利部,醫療健康,0,全台,青少年,,16,,,,國一女生及男生公費HPV疫苗接種，預防子宮頸癌及相關癌症,https://www.cdc.gov.tw/,https://www.cdc.gov.tw/,2026-05-09
health-pregcheck,孕婦產前檢查,衛生福利部,醫療健康,0,全台,孕婦,,,,,懷孕,孕婦享14次公費產前檢查，含多項超音波及血液篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-prenatal-screen,孕婦產前唐氏症篩檢,衛生福利部,醫療健康,0,全台,孕婦,34,,,,懷孕,34歲以上孕婦可申請公費羊膜穿刺，預防唐氏症,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-nhi-major,重大傷病健保免自付,健保署,醫療健康,依費用,全台,重大傷病患者,,,,,,領有重大傷病卡者，門診住院自付額全免，減輕醫療負擔,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-rare,罕見疾病醫療補助,衛生福利部,醫療健康,依用藥,全台,罕見疾病患者,,,,,,罕見疾病患者特殊醫療費用及藥費由政府全額補助,https://www.tfrd.org.tw/,https://www.tfrd.org.tw/,2026-05-09
health-mental,精神疾病醫療補助,衛生福利部,醫療健康,依就醫,全台,精神疾病患者,,,低收入戶,,,低收入精神疾病患者醫療費用減免及居家治療補助,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
health-palliative,安寧療護服務,健保署,醫療健康,0,全台,末期病人,,,,,,末期病人安寧療護費用納入健保，提供舒適善終照護,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-quit-smoke,戒菸補助,衛生福利部,醫療健康,0,全台,吸菸者,,,,,,提供免費戒菸諮詢、藥物補助，2次/年，每次8週,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-quit-betel,戒檳榔補助,衛生福利部,醫療健康,0,全台,嚼檳榔者,,,,,,提供戒檳榔諮詢及補助服務,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-dental-adult,成人牙齒預防保健,健保署,醫療健康,0,全台,一般民眾,18,,,,,18歲以上每半年一次免費牙齒塗氟及口腔檢查,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-dialysis,洗腎交通補助,各縣市社會局,醫療健康,2000,全台,洗腎患者,,,,,,"因病需規律洗腎者，洗腎交通費補助每月最高2,000元",https://www.sfaa.gov.tw/,https://www.sfaa.gov.tw/,2026-05-09
health-cancer-drug,癌症新藥補助,健保署,醫療健康,依用藥,全台,癌症患者,,,,,,癌症標靶藥物及免疫療法部分納入健保或專案補助,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-osteoporosis,骨質疏鬆篩檢,衛生福利部,醫療健康,0,全台,女性,65,,,,,65歲以上女性及特定高風險族群免費骨質密度篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-eye,老人視力篩檢,衛生福利部,醫療健康,0,全台,老年人,65,,,,,65歲以上老人免費視力及白內障篩檢,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-dementia,失智症篩檢,衛生福利部,醫療健康,0,全台,老年人,65,,,,,65歲以上老人可申請失智症初步篩檢，早期發現早期治療,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-nhi-foreign,新住民健保特別照護,健保署,醫療健康,0,全台,新住民,,,,,,入籍取得身分證後享與一般民眾相同健保權益,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-occupational,職業病補助,勞動部職安署,醫療健康,依損失,全台,勞工,,,,,,職業傷病認定後可申請醫療費用及失能補助,https://www.osha.gov.tw/,https://www.osha.gov.tw/,2026-05-09
health-low-copay,低收入戶就醫免自付,健保署,醫療健康,依費用,全台,低收入戶,,,低收入戶,,,低收入戶就醫自付額全免，減輕就醫障礙,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-preterm,早產兒醫療補助,衛生福利部,醫療健康,依費用,全台,一般民眾,,,,,有早產兒,早產兒加護病房醫療費用超出健保給付部分，政府可補助,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
health-vaccine-pneu-child,幼兒肺炎鏈球菌疫苗,衛生福利部,醫療健康,0,全台,一般民眾,,5,,,有子女,5歲以下幼兒公費肺炎鏈球菌疫苗，預防肺炎腦膜炎,https://www.cdc.gov.tw/,https://www.cdc.gov.tw/,2026-05-09
health-vaccine-rota,幼兒輪狀病毒疫苗,衛生福利部,醫療健康,0,全台,一般民眾,,1,,,有子女（2歲以下）,2024年起幼兒輪狀病毒疫苗納入公費，預防腹瀉,https://www.cdc.gov.tw/,https://www.cdc.gov.tw/,2026-05-09
health-breast-pump,產後護理補助,各縣市政府,醫療健康,依計畫,全台,產婦,,,,,有新生兒,產後護理機構入住費用補助，各縣市金額不同,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
health-pregnancy-check,孕期營養補助,衛生福利部,醫療健康,0,全台,孕婦,,,,,懷孕,孕婦免費營養諮詢及葉酸等補充品補助,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-disability-rehab,身障復健補助,健保署,醫療健康,0,全台,身心障礙者,,,,,,身障者物理治療、職能治療等復健費用納入健保，減輕負擔,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
health-school-health,學童健康檢查,教育部/衛生部,醫療健康,0,全台,一般民眾,6,18,,,在學學生,國中小學童每年免費健康檢查，含視力、牙齒、體重等項目,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
health-subsidy-transport,就醫交通補助,各縣市政府,醫療健康,1000,全台,偏鄉居民,,,,,,"偏鄉居民就醫交通費用補助，每月最高1,000元",https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
health-telehealth,偏鄉遠距醫療,衛生福利部,醫療健康,0,全台,偏鄉居民,,,,,,偏鄉地區民眾可使用政府補助的遠距醫療服務,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
health-lung-screen,肺癌低劑量電腦斷層篩檢,衛生福利部,醫療健康,0,全台,高風險吸菸者,50,74,,,,50-74歲重度吸菸者，每2年一次免費低劑量肺部CT篩檢（2024年起）,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
edu_001,大學學雜費減免（低收入戶全免）,教育部,教育進修,全免,全國,低收入戶,0,0,低收入戶,,在學,低收入戶學生大學學雜費全額減免，中低收入戶減免60%。向就讀學校申請。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_002,大學學雜費減免（中低收入戶60%）,教育部,教育進修,減免60%,全國,中低收入戶,0,0,中低收入戶,,在學,"中低收入戶大學學雜費減免60%，每學期約減免15,000-25,000元。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_003,就學貸款（無息或低息）,教育部,教育進修,全額貸款,全國,大學生,0,0,一般,,在學,家庭年收入122萬以下可申請就學貸款，畢業後還款，部分族群享無息優惠。,https://heloan.edu.tw/,https://heloan.edu.tw/,2026-05-09
edu_004,技職教育獎學金（技優）,教育部技職司,教育進修,"20,000-60,000/年",全國,技職院校學生,16,30,一般,,在學,技職院校優秀學生獎學金，每年最高6萬元，共2年，需成績前10%。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_005,成人基本教育補習補助,教育部終身教育司,教育進修,免費,全國,成人,18,0,一般,,,未完成國中教育的成人可免費就讀國中補習學校，政府全額補助。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_006,在職進修學費補助（勞動部）,勞動部,教育進修,最高70%學費,全國,受僱勞工,15,65,一般,,,"受僱勞工參加職業訓練課程，補助最高70%學費，每年上限10,000元。",https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
edu_007,產業人才投資方案（補助萬元）,勞動部,教育進修,"最高10,000/年",全國,在職勞工,25,65,一般,,,在職勞工參加政府認可訓練課程，每人每年最高補助1萬元學費，鼓勵終身學習。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
edu_008,青年儲蓄帳戶（青年教育與就業）,國發會,教育進修,最高36萬/3年,全國,高中畢業青年,18,21,一般,,,高中職畢業青年可選擇就業、就學、服務三軌，政府每月提供儲蓄金，3年最高36萬。,https://yesa.ndc.gov.tw/,https://yesa.ndc.gov.tw/,2026-05-09
edu_009,偏鄉地區學生交通補助,教育部,教育進修,全額或部分補助,偏遠地區,偏鄉學生,6,18,一般,,在學,就讀偏遠地區學校或需跨區就學的學生，補助交通費，金額依距離而定。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_010,幼兒園準公共化補助,教育部,教育進修,"最高6,000/月",全國,幼兒家長,0,0,一般,,有子女,"就讀準公共幼兒園，政府補助每月最高6,000元，依年齡與收入級距調整。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_011,幼兒園公共化補助（公私立）,教育部,教育進修,"最高8,000/月",全國,幼兒家長,0,0,一般,,有子女,"就讀公立或非營利幼兒園，每月補助最高8,000元，低收入戶全免費。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_012,技術士證照補習費補助,勞動部,教育進修,"最高5,000",全國,求職者、勞工,15,65,一般,,,"參加技術士證照補習班，政府補助課程費用最高5,000元，需通過檢定考試。",https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
edu_013,語言學習補助（英語村）,教育部,教育進修,部分補助,全國,國中小學生,10,15,一般,,在學,偏鄉學生免費參加英語村沉浸式學習，一般學生享部分補助。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_014,高職免學費（公私立）,教育部,教育進修,免學費,全國,高職生,15,18,一般,,在學,"就讀高職學生全面免除學費，私立學校另有政府差額補助，每學期省約15,000元。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_015,碩士生研究獎學金,科技部（國科會）,教育進修,"最高24,000/月",全國,碩士研究生,22,35,一般,,在學,"國科會補助研究計畫碩士生，月薪最高24,000元，依研究計畫申請。",https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
edu_016,博士生研究獎學金,科技部（國科會）,教育進修,"最高34,000/月",全國,博士研究生,22,40,一般,,在學,"國科會補助研究計畫博士生，月薪最高34,000元，享有完整勞健保。",https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
edu_017,海外留學獎學金（教育部）,教育部,教育進修,最高50萬/年,全國,大學以上學生,18,35,一般,,,成績優秀學生赴海外頂尖大學留學，每年最高50萬元獎學金，含學費與生活費。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_018,弱勢學生助學計畫,教育部,教育進修,"最高6,000/月",全國,弱勢大學生,18,30,中低收入戶,,在學,"就讀大學之中低收入戶等弱勢學生，每月助學金最高6,000元，協助生活費用。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_019,數位學習補助（數位部）,數位部,教育進修,"最高5,000",全國,一般民眾,18,65,一般,,,"參加政府認可數位技能課程（程式設計、AI、資安等），補助最高5,000元學費。",https://www.moda.gov.tw/,https://www.moda.gov.tw/,2026-05-09
edu_020,社區大學補助課程,教育部終身教育司,教育進修,低廉學費,全國,成人,18,0,一般,,,"社區大學政府補助課程，學費每學期約1,000-3,000元，提供生活藝術、學術、社團課程。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_021,特殊教育學生交通補助,教育部特殊教育司,教育進修,全額補助,全國,特殊教育學生,0,21,一般,,,特殊教育學生上下學交通費全額補助，並提供交通車服務。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_022,新住民子女教育補助,教育部,教育進修,"最高30,000/年",全國,新住民子女,6,18,一般,,新住民,新住民子女就讀國中小，提供教育補助與課後輔導資源，每年最高3萬元。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_023,大專校院學生緊急紓困補助,教育部,教育進修,"最高15,000/次",全國,大學生,18,30,緊急困難,,在學,"遭遇緊急經濟困難的大學生，可申請一次性紓困補助最高15,000元。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_024,原住民學生教育補助費,原民會,教育進修,"最高20,000/學期",全國,原住民學生,6,30,一般,,原住民,"原住民族學生從國小至大學享有教育補助費，大學每學期最高20,000元。",https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
edu_025,身心障礙學生學雜費減免,教育部特殊教育司,教育進修,全免或部分免,全國,身心障礙學生,0,30,一般,,身心障礙,身心障礙學生學雜費全免（重度以上）或部分減免，依障礙程度而定。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_026,工作所得補貼（EITC）就業教育,財政部,教育進修,"最高36,000/年",全國,低薪受僱者,20,65,中低收入戶,,,工作所得稅額補貼，年收入低於一定標準可退稅或補貼，搭配職訓更有利。,https://www.mof.gov.tw/,https://www.mof.gov.tw/,2026-05-09
edu_027,偏遠地區教師加給,教育部,教育進修,"加給3,000-8,000/月",偏遠地區,偏遠學校教師,22,65,一般,,,"在偏遠地區任教的教師，依偏遠程度每月加給3,000-8,000元，鼓勵服務。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_028,STEM 人才培育計畫補助,國科會,教育進修,"最高60,000/年",全國,科技類學生,18,30,一般,,在學,鼓勵就讀科技類科系學生，提供每年最高6萬元的培育補助與產業實習機會。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
edu_029,私立高中職齊一優待補貼,教育部,教育進修,"最高6,000/學期",全國,私立高中職學生,15,18,一般,,在學,就讀私立高中職的學生，政府提供齊一待遇補貼，降低公私立學費差距。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_030,繼續教育學分費補助,各縣市政府,教育進修,"最高10,000/年",全國,在職者,18,65,一般,,,"各縣市補助在職人員參加大學推廣教育學分課程，每年最高補助10,000元。",https://www.gov.tw/,https://www.gov.tw/,2026-05-09
edu_031,課後照顧補助（弱勢兒童）,教育部,教育進修,"最高2,500/月",全國,弱勢國小學生,6,12,中低收入戶,,有子女,"低中低收入戶國小學生課後照顧費用全額或部分補助，每月最高2,500元。",https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
edu_032,國際學術交流補助,國科會/教育部,教育進修,"最高150,000/次",全國,研究人員,22,50,一般,,,赴國際學術研討會發表論文，補助機票、住宿與報名費，每次最高15萬元。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
edu_033,職場學習及再適應計畫,勞動部,教育進修,"最高26,400/月",全國,失業者,18,65,一般,,,"失業者至企業職場學習，政府補助每月最高26,400元津貼，期間3-6個月。",https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
edu_034,長照人員訓練補助,衛福部,教育進修,全額補助訓練費,全國,長照服務人員,18,65,一般,,,從事長照服務人員，參加政府認可培訓課程費用全額補助，並取得服務資格。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
edu_035,托育人員訓練補助,衛福部,教育進修,全額補助訓練費,全國,托育服務人員,18,60,一般,,,欲從事托育服務人員，參加訓練課程全額補助，取得托育人員資格後可申請托育補助。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
tax_001,薪資所得特別扣除額,財政部,稅務節稅,"207,000/年",全國,薪資所得者,0,0,一般,,,"每位薪資所得者每年可扣除207,000元薪資所得特別扣除額，直接減少課稅所得。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_002,儲蓄投資特別扣除額,財政部,稅務節稅,"最高270,000/年",全國,有存款利息者,0,0,一般,,,個人儲蓄投資利息所得每年最高扣除27萬元，超過部分才計入所得課稅。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_003,身心障礙特別扣除額,財政部,稅務節稅,"207,000/年/人",全國,身心障礙者或眷屬,0,0,一般,,身心障礙,"本人或撫養之身心障礙者，每人每年可扣除207,000元特別扣除額。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_004,教育學費特別扣除額,財政部,稅務節稅,"最高25,000/年/人",全國,大學生家長,0,0,一般,,有子女,"子女就讀大學或研究所，家長每年每人最高扣除25,000元教育學費。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_005,幼兒學前特別扣除額,財政部,稅務節稅,"最高120,000/年/人",全國,有幼兒家長,0,0,一般,,有子女,5歲以下子女每人每年可扣除12萬元，第3名以上子女全額扣除，無上限。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_006,長期照顧特別扣除額,財政部,稅務節稅,"120,000/年/人",全國,需長照者或家屬,0,0,一般,,,本人或撫養之需長照者（領有長照需要認定結果），每人每年扣除12萬元。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_007,房屋租金支出扣除（無自有住宅）,財政部,稅務節稅,"最高120,000/年",全國,無自有住宅租屋者,0,0,一般,租屋,,無自有住宅在台灣境內租屋，租金支出每戶每年最高扣除12萬元。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_008,捐贈扣除額（公益）,財政部,稅務節稅,捐贈額20%,全國,有捐贈紀錄者,0,0,一般,,,向政府或合法公益團體捐贈，可扣除捐贈金額，上限為申報所得20%。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_009,人身保險費扣除額,財政部,稅務節稅,"最高24,000/年/人",全國,有保險的納稅人,0,0,一般,,,"本人、配偶及受扶養親屬的人身保險費，每人每年最高扣除24,000元。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_010,醫藥及生育費扣除（據實認列）,財政部,稅務節稅,據實扣除,全國,有重大醫療支出者,0,0,一般,,,重大疾病醫療費用可據實扣除，公立醫院或全民健保不給付部分均可列舉。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_011,自用住宅借款利息扣除額,財政部,稅務節稅,"最高300,000/年",全國,有房貸者,0,0,一般,自有住宅,,購買自用住宅房貸利息支出，每戶每年最高扣除30萬元，需扣除儲蓄扣除額。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_012,綜合所得稅基本免稅額,財政部,稅務節稅,"92,000/人",全國,所有納稅義務人,0,0,一般,,,"每位納稅義務人及受扶養親屬每人享有92,000元免稅額，直接減少課稅所得。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_013,70歲以上受扶養免稅額加倍,財政部,稅務節稅,"138,000/人",全國,70歲以上長輩,70,0,一般,,,"受納稅義務人扶養之70歲以上直系尊親屬，免稅額加倍為138,000元/人。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_014,地價稅自用住宅優惠稅率,財政部,稅務節稅,稅率降2‰,全國,自住房屋地主,0,0,一般,自有住宅,,自用住宅地價稅稅率從一般的10‰降為2‰，一戶限一地號申請。,https://www.mof.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_015,房屋稅自用住宅優惠稅率,財政部,稅務節稅,稅率1.2%,全國,自住房屋屋主,0,0,一般,自有住宅,,自用住宅房屋稅稅率1.2%（一般住宅為1.5%-3.6%），限3戶以內申請。,https://www.mof.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_016,小規模營業人免徵營業稅,財政部,稅務節稅,免徵,全國,小規模營業人,0,0,一般,,自營,月銷售額未達8萬元（或特種行業4萬元）的小規模營業人，免徵營業稅。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_017,農地農業用地免徵地價稅,財政部農業用地,稅務節稅,全免,全國,農民,0,0,一般,,農民,從事農業用途的農地免徵地價稅，需每年申請農業用地作農業使用證明。,https://www.mof.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_018,公益信託捐贈全額扣除,財政部,稅務節稅,全額扣除,全國,有捐贈者,0,0,一般,,,向政府捐贈土地或房屋作為公益信託，捐贈金額可全額扣除所得稅，無上限。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_019,個人退休金帳戶（勞退自提）節稅,財政部,稅務節稅,自提6%薪資免稅,全國,受僱勞工,18,65,一般,,,勞工自提退休金最高6%薪資，可從薪資中免稅扣除，有效降低當年度所得稅。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_020,購置節能電器退稅（能源稅）,經濟部,稅務節稅,"最高2,000/台",全國,購電器者,18,0,一般,,,"購買具省能標章的節能家電，可申請退稅或補助每台最高2,000元，促進節能。",https://www.moeea.gov.tw/,https://www.moeea.gov.tw/,2026-05-09
tax_021,房屋修繕費用扣除（出租房屋),財政部,稅務節稅,修繕費43%扣除,全國,房東,0,0,一般,,房東,出租房屋所得可扣除租金收入43%為必要費用（含折舊修繕等），無需憑證。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_022,新創公司研發支出抵減稅額,科技部/財政部,稅務節稅,抵減15%-35%,全國,研發型企業,0,0,一般,,,企業研發支出可抵減應納稅額15%-35%，新創公司可適用較高抵減率。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
tax_023,職業工具費扣除（列舉）,財政部,稅務節稅,"最高36,000/年",全國,有職業工具支出者,0,0,一般,,,因職業需要購置職業工具或訓練費用，可列舉扣除，無需憑證，最高3萬6。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_024,身心障礙者財產交易所得減半課稅,財政部,稅務節稅,減半課稅,全國,身心障礙者,0,0,一般,,身心障礙,身心障礙者出售不動產的財產交易所得，可減半計入綜合所得稅課稅。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_025,災害損失扣除（天災）,財政部,稅務節稅,據實扣除,全國,遭受天災者,0,0,一般,,,遭受颱風、地震等天然災害損失，經查明屬實可全額扣除所得稅，須申請核定。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_026,投資台灣方案節稅優惠,經濟部,稅務節稅,所得稅優惠,全國,回台投資企業,0,0,一般,,,台商回台投資達標準，可享所得稅5年減免，土地優先供給，資金匯回免稅等優惠。,https://www.moeaidb.gov.tw/,https://www.moeaidb.gov.tw/,2026-05-09
tax_027,房地合一稅自住優惠（重購退稅）,財政部,稅務節稅,最高退稅全額,全國,換屋族,0,0,一般,自有住宅,,出售自用住宅再購買自用住宅，若符合條件可退還已繳房地合一稅，換屋族適用。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_028,股利所得分開計稅優惠,財政部,稅務節稅,稅率28%分開計,全國,股票投資人,0,0,一般,,,股利所得可選擇28%分開計稅（稅率低者有利），或合併計稅享8.5%抵減，擇優選用。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_029,申報扶養人口節稅,財政部,稅務節稅,"92,000/人/年",全國,有扶養親屬者,0,0,一般,,,"扶養無謀生能力之直系尊卑親屬、兄弟姊妹，每人每年免稅額92,000元（70歲以上138,000元）。",https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
tax_030,勞保、健保、國保保費扣除,財政部,稅務節稅,全額扣除,全國,投保勞健保者,0,0,一般,,,個人繳納勞保、健保、國民年金保費，全額列舉扣除所得稅，無上限限制。,https://www.etax.nat.gov.tw/,https://www.mof.gov.tw/,2026-05-09
ins_001,勞保老年給付（一次金）,勞動部勞保局,社會保險,平均月投保薪資×年資×1.55,全國,勞保被保險人,0,65,一般,,,勞保年資滿15年，年齡達法定退休年齡，可請領一次金，計算基礎為月投保薪資×年資係數。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_002,勞保老年年金,勞動部勞保局,社會保險,"最低4,000/月",全國,勞保被保險人,60,65,一般,,,"勞保年資滿15年，可申請月領老年年金，計算式為年資×月投保薪資×1.55%，最低4,000元。",https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_003,勞保失能給付,勞動部勞保局,社會保險,依失能等級,全國,因傷病致失能的勞工,0,0,一般,,,因職業或非職業傷病導致失能，依失能等級申請一次金或月領年金，最高可達百萬。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_004,勞保死亡給付（本人）,勞動部勞保局,社會保險,30個月投保薪資,全國,勞保被保險人遺屬,0,0,一般,,,勞保被保險人死亡，遺屬可請領喪葬費5個月薪資及遺屬年金或一次死亡給付30個月。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_005,就業保險失業給付,勞動部勞保局,社會保險,月投保薪資60%×6月,全國,非自願失業者,18,65,一般,,,非自願離職且已投保就保6個月以上，可領月投保薪資60%，一般最長6個月。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_006,就業保險提早就業獎助金,勞動部勞保局,社會保險,剩餘失業給付50%,全國,提早再就業失業者,18,65,一般,,,領失業給付期間找到工作，可領剩餘失業給付50%作為提早就業獎助，最高3個月薪資。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_007,就業保險職業訓練生活津貼,勞動部勞保局,社會保險,月投保薪資60%×6月,全國,參訓失業者,18,65,一般,,,失業勞工參加政府認可職訓期間，可領職訓生活津貼月投保薪資60%，最長6個月。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_008,勞保生育給付,勞動部勞保局,社會保險,2個月投保薪資,全國,生育的女性勞保被保險人,0,0,一般,,有子女,女性勞保被保險人生育，可請領2個月投保薪資的生育給付，雙胞胎加倍。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_009,勞保傷病給付,勞動部勞保局,社會保險,月投保薪資70%/日,全國,住院勞保被保險人,0,0,一般,,,因傷病住院無法工作，自第4日起每日可領月投保薪資70%÷30，最長1年。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
